Prefix Trie Stemming:
doors = do+ors
peoples = p+eoples
reason = re+ason
goods = g+oods
products = p+roducts
total = to+tal
advice = a+dvice
coordination = co+ordination
plea = p+lea
planning = p+lanning
disaster = dis+aster
voice = vo+ice
following = f+ollowing
faith = f+aith
evacuation = e+vacuation
lots = lo+ts
mothers = m+others
greeting = g+reeting
reception = re+ception
capitol = ca+pitol
noon = no+on
swearing = s+wearing
game = ga+me
blueprints = b+lueprints
specifications = s+pecifications
workshop = w+orkshop
$3.5 = $+3.5
advisory = a+dvisory
$581,000 = $+581,000
dinner = di+nner
speakers = s+peakers
beliefs = b+eliefs
grasp = gra+sp
delegates = de+legates
face = f+ace
trends = t+rends
belief = b+elief
dependence = de+pendence
bulwark = b+ulwark
fundamentalism = f+undamentalism
compromise = co+mpromise
truths = t+ruths
lives = li+ves
editing = e+diting
clarification = c+larification
denomination = de+nomination
scriptures = s+criptures
revelation = re+velation
conduct = co+nduct
miracles = m+iracles
cross = c+ross
resurrection = re+surrection
exaltation = e+xaltation
missions = m+issions
surveys = s+urveys
contact = co+ntact
babies = b+abies
immigrant = i+mmigrant
light = li+ght
vision = vi+sion
ability = a+bility
capsule = ca+psule
centers = c+enters
pioneer = pi+oneer
pastors = pa+stors
volunteers = vo+lunteers
laymen = la+ymen
graduates = gra+duates
apprentices = a+pprentices
motions = m+otions
fraud = f+raud
denials = de+nials
dismissal = dis+missal
mistrial = m+istrial
acquittal = a+cquittal
striking = s+triking
verdict = ver+dict
mass = ma+ss
trials = tri+als
conspirators = co+nspirators
defendant = de+fendant
proof = p+roof
mails = ma+ils
distinction = dis+tinction
clubs = c+lubs
exhibition = e+xhibition
indications = in+dications
top = to+p
draught = d+raught
frames = f+rames
righthander = r+ighthander
middle = m+iddle
drive = d+rive
pennant = p+ennant
a's = a+'s
hits = hi+ts
hurler = hu+rler
contest = co+ntest
batters = b+atters
deadlock = de+adlock
homer = ho+mer
solo = s+olo
runs = ru+ns
starts = s+tarts
catcher = ca+tcher
throw = t+hrow
dirt = di+rt
run = ru+n
rookie = ro+okie
southpaw = s+outhpaw
start = s+tart
tally = ta+lly
baseman = b+aseman
pitch = pi+tch
single = s+ingle
glove = g+love
plate = p+late
powderpuff = po+wderpuff
fashion = f+ashion
blows = b+lows
offerings = o+fferings
pitchers = pi+tchers
doubles = do+ubles
pair = pa+ir
mound = m+ound
chores = c+hores
club = c+lub
appearance = a+ppearance
triumph = tri+umph
safeties = sa+feties
double = do+uble
fence = f+ence
balls = b+alls
bunt = b+unt
grass = gra+ss
pitches = pi+tches
inning = in+ning
tallies = ta+llies
hole = ho+le
shot = s+hot
ball = b+all
error = e+rror
runners = ru+nners
blow = b+low
triple = tri+ple
play = p+lay
rundown = ru+ndown
scoring = s+coring
batter = b+atter
toss = to+ss
scoreboard = s+coreboard
hit = hi+t
streak = s+treak
champion = c+hampion
flavor = f+lavor
news = ne+ws
military = m+ilitary
homers = ho+mers
freshman = f+reshman
average = a+verage
squad = s+quad
players = p+layers
shortstop = s+hortstop
spectator = s+pectator
pounds = po+unds
weight = w+eight
camp = ca+mp
surprise = s+urprise
sensation = s+ensation
whiz = w+hiz
fielding = f+ielding
hitters = hi+tters
workout = w+orkout
opening = o+pening
knuckleball = k+nuckleball
specialists = s+pecialists
champions = c+hampions
farm = f+arm
encounter = e+ncounter
crowds = c+rowds
games = ga+mes
coach = co+ach
pitcher = pi+tcher
hitch = hi+tch
wintertime = wi+ntertime
contingent = co+ntingent
coaches = co+aches
ride = r+ide
sacker = sa+cker
bat = b+at
teammates = t+eammates
pitching = pi+tching
hurlers = hu+rlers
nightfall = n+ightfall
flight = f+light
ramp = ra+mp
damage = da+mage
wing = wi+ng
plane = p+lane
someplace = s+omeplace
filly = f+illy
colts = co+lts
$4,500 = $+4,500
$7.20 = $+7.20
stages = s+tages
speed = s+peed
stretch = s+tretch
furlongs = f+urlongs
lead = le+ad
wire = wi+re
sun = s+un
wind = wi+nd
condition = co+ndition
celebrants = c+elebrants
$842,617 = $+842,617
stewards = s+tewards
apprentice = a+pprentice
horses = ho+rses
races = ra+ces
allowance = a+llowance
$10,000 = $1+0,000
meet = m+eet
duel = du+el
clocking = c+locking
king = k+ing
yards = y+ards
mark = ma+rk
thirds = t+hirds
straightaway = s+traightaway
turn = t+urn
season = s+eason
thrill = t+hrill
woman = w+oman
housewife = ho+usewife
tenths = t+enths
second = s+econd
relief = re+lief
quarterback = qua+rterback
knee = k+nee
swelling = s+welling
physician = p+hysician
halfback = ha+lfback
plays = p+lays
veteran = ve+teran
clock = c+lock
kick = k+ick
nose = no+se
guard = g+uard
hip = hi+p
pads = pa+ds
tries = tri+es
string = s+tring
conversions = co+nversions
slaughter = s+laughter
roster = ro+ster
senior = s+enior
muscle = m+uscle
thigh = t+high
leg = le+g
playoff = p+layoff
injury = in+jury
net = ne+t
pass = pa+ss
kicking = k+icking
feel = f+eel
boys = b+oys
practice = p+ractice
timing = t+iming
golf = g+olf
yardage = y+ardage
completions = co+mpletions
attempts = a+ttempts
tailback = ta+ilback
sophomore = s+ophomore
kickoff = k+ickoff
touchdown = to+uchdown
wingback = wi+ngback
smu = s+mu
kids = k+ids
gratification = gra+tification
performances = p+erformances
interference = in+terference
stops = s+tops
fumble = f+umble
fullback = f+ullback
thrusts = t+hrusts
screen = s+creen
yard = y+ard
ligament = li+gament
opener = o+pener
lot = lo+t
film = f+ilm
reserves = re+serves
scrimmage = s+crimmage
drill = d+rill
tackle = ta+ckle
treatment = t+reatment
rain = ra+in
mud = m+ud
lsu = l+su
idleness = i+dleness
ankle = a+nkle
tcu's = t+cu's
reckonings = re+ckonings
collectors = co+llectors
quarterbacks = qua+rterbacks
upset = u+pset
luck = lu+ck
fullbacking = f+ullbacking
star = s+tar
linebackers = li+nebackers
movies = m+ovies
passes = pa+sses
touchdowns = to+uchdowns
strikes = s+trikes
tactic = ta+ctic
break = b+reak
book = b+ook
dent = de+nt
statistics = s+tatistics
spree = s+pree
swc = s+wc
tosses = to+sses
tcu = t+cu
bulge = b+ulge
loop = lo+op
averages = a+verages
checks = c+hecks
liveliness = li+veliness
baseballs = b+aseballs
leagues = le+agues
tests = t+ests
pinpoint = pi+npoint
lefthander = le+fthander
command = co+mmand
viewers = vi+ewers
pack = pa+ck
innings = in+nings
characteristic = c+haracteristic
bases = b+ases
smash = s+mash
putout = p+utout
leftfield = le+ftfield
rightfield = r+ightfield
infield = in+field
roller = ro+ller
outfield = o+utfield
flies = f+lies
grounder = g+rounder
arm = a+rm
refocusing = re+focusing
lights = li+ghts
organ = o+rgan
dancer = da+ncer
lightweight = li+ghtweight
last = la+st
liner = li+ner
fans = f+ans
chopper = c+hopper
pop = po+p
fly = f+ly
sacrifice = sa+crifice
bottom = b+ottom
baseball = b+aseball
newsman = ne+wsman
reflexes = re+flexes
walkout = wa+lkout
train = tra+in
newsmen = ne+wsmen
trip = tri+p
chances = c+hances
streamliner = s+treamliner
compartment = co+mpartment
conductor = co+nductor
magazine = ma+gazine
while = w+hile
keyhole = k+eyhole
writer = w+riter
grip = g+rip
masses = ma+sses
heroics = he+roics
tongues = to+ngues
masterpiece = ma+sterpiece
feats = f+eats
pastime = pa+stime
achievements = a+chievements
hearts = he+arts
stimulant = s+timulant
guys = g+uys
milestone = m+ilestone
rookies = ro+okies
leaguer = le+aguer
laurels = la+urels
lefthanders = le+fthanders
player = p+layer
guy = g+uy
clubhouse = c+lubhouse
sluggers = s+luggers
span = s+pan
trick = tri+ck
argument = a+rgument
merits = m+erits
fan = f+an
ace = a+ce
seasons = s+easons
lifetime = li+fetime
park = pa+rk
mystery = m+ystery
slump = s+lump
arrangement = a+rrangement
blackout = b+lackout
rulers = ru+lers
cbs = c+bs
network = ne+twork
nbc = n+bc
afternoons = a+fternoons
harm = ha+rm
dissatisfaction = dis+satisfaction
video = vi+deo
romp = ro+mp
barrage = b+arrage
finale = f+inale
injuries = in+juries
champs = c+hamps
replacement = re+placement
loser = lo+ser
bleachers = b+leachers
feat = f+eat
$20,000 = $2+0,000
$25,000 = $2+5,000
ends = e+nds
selection = s+election
permission = p+ermission
entry = e+ntry
aerials = a+erials
advocate = a+dvocate
lineman = li+neman
ceremony = c+eremony
championship = c+hampionship
silver = s+ilver
cufflinks = c+ufflinks
award = a+ward
awards = a+wards
show = s+how
dais = da+is
sports = s+ports
columnist = co+lumnist
writers = w+riters
personalities = p+ersonalities
skit = s+kit
dance = da+nce
song = s+ong
background = b+ackground
departure = de+parture
barriers = b+arriers
disappointments = dis+appointments
formation = f+ormation
franchise = f+ranchise
majors = ma+jors
stadium = s+tadium
lease = le+ase
outfielder = o+utfielder
winner = wi+nner
raise = ra+ise
matches = ma+tches
amateur = a+mateur
sponsorship = s+ponsorship
charity = c+harity
tournaments = to+urnaments
comeback = co+meback
$80,738 = $+80,738
prize = p+rize
duffer = du+ffer
human = hu+man
incompetents = in+competents
abandonment = a+bandonment
sport = s+port
frustrations = f+rustrations
despair = de+spair
paragon = pa+ragon
perfection = p+erfection
sacrilege = sa+crilege
hope = ho+pe
yen = y+en
athletics = a+thletics
golfer = g+olfer
par = pa+r
open = o+pen
crusher = c+rusher
pixies = pi+xies
zombies = z+ombies
banshees = b+anshees
fairway = f+airway
arc = a+rc
slice = s+lice
bounds = b+ounds
shots = s+hots
strokes = s+trokes
dozen = do+zen
duffers = du+ffers
heyday = he+yday
idol = i+dol
hackers = ha+ckers
pro = p+ro
lunch = lu+nch
gully = g+ully
count = co+unt
excavation = e+xcavation
echoes = e+choes
loophole = lo+ophole
code = co+de
brook = b+rook
potato = po+tato
lie = li+e
spot = s+pot
grin = g+rin
intensity = in+tensity
humor = hu+mor
strain = s+train
nerves = ne+rves
banjo = b+anjo
strings = s+trings
competitors = co+mpetitors
bull = b+ull
iron = i+ron
tee = t+ee
bunker = b+unker
green = g+reen
embankment = e+mbankment
rains = ra+ins
force = f+orce
fathers = f+athers
stroke = s+troke
tournament = to+urnament
margin = ma+rgin
creature = c+reature
common = co+mmon
hall = ha+ll
fame = f+ame
amendments = a+mendments
teams = t+eams
dates = da+tes
switch = s+witch
collapse = co+llapse
assignment = a+ssignment
flu = f+lu
neck = ne+ck
lineup = li+neup
anniversary = a+nniversary
groove = g+roove
bats = b+ats
recession = re+cession
change = c+hange
plunkers = p+lunkers
triumphs = tri+umphs
runaway = ru+naway
words = w+ords
conversation = co+nversation
respect = re+spect
talk = ta+lk
halftime = ha+lftime
trio = tri+o
honors = ho+nors
editor = e+ditor
junior = ju+nior
clutch = c+lutch
faults = f+aults
husband = hu+sband
bowl = b+owl
shape = s+hape
inscription = in+scription
lettermen = le+ttermen
precedent = p+recedent
defeats = de+feats
tie = t+ie
trips = tri+ps
doubleheader = do+ubleheader
cows = co+ws
milk = m+ilk
talents = ta+lents
careers = ca+reers
expectations = e+xpectations
knock = k+nock
heights = he+ights
rbi's = r+bi's
slugger = s+lugger
terror = t+error
peaks = p+eaks
professionals = p+rofessionals
body = b+ody
homerun = ho+merun
hitter = hi+tter
bunter = b+unter
kid = k+id
bubble = b+ubble
gum = g+um
oats = o+ats
sights = s+ights
pun = p+un
mantle = ma+ntle
brother = b+rother
marriage = ma+rriage
winter = wi+nter
holiday = ho+liday
occasion = o+ccasion
holidays = ho+lidays
measles = m+easles
sister = s+ister
baby = b+aby
mother = m+other
bride = b+ride
wedding = w+edding
evening = e+vening
raising = ra+ising
publicity = p+ublicity
university = un+iversity
niece = n+iece
uncles = un+cles
aunts = a+unts
bridal = b+ridal
buffet = b+uffet
supper = s+upper
bus = b+us
tennis = t+ennis
huzzahs = hu+zzahs
success = s+uccess
ears = e+ars
acclaim = a+cclaim
entertainment = e+ntertainment
fair = f+air
embassies = e+mbassies
bushes = b+ushes
talent = ta+lent
activities = a+ctivities
instance = in+stance
dancers = da+ncers
dervishes = de+rvishes
obstacle = o+bstacle
representative = re+presentative
visa = vi+sa
cotillion = co+tillion
gown = g+own
invitations = in+vitations
folk = f+olk
festival = f+estival
singers = s+ingers
songs = s+ongs
setting = s+etting
engagement = e+ngagement
girl = g+irl
fiance = f+iance
farewell = f+arewell
surgery = s+urgery
costumes = co+stumes
crabapple = c+rabapple
trees = t+rees
streets = s+treets
trains = tra+ins
rancho = ra+ncho
typewriter = t+ypewriter
fallout = f+allout
shelters = s+helters
beer = b+eer
stein = s+tein
pubs = p+ubs
nights = n+ights
ethics = e+thics
morals = m+orals
comic = co+mic
scoop = s+coop
appearances = a+ppearances
sellout = s+ellout
pain = pa+in
injection = in+jection
nerve = ne+rve
studio = s+tudio
exec = e+xec
column = co+lumn
bachelor = b+achelor
glamor = g+lamor
gals = ga+ls
phonies = p+honies
phones = p+hones
contribs = co+ntribs
dough = do+ugh
tour = to+ur
movie = m+ovie
exhibitors = e+xhibitors
screenings = s+creenings
thrush = t+hrush
biz = b+iz
touches = to+uches
hubby = hu+bby
fur = f+ur
mink = m+ink
frau = f+rau
goodness = g+oodness
sake = sa+ke
emcee = e+mcee
slogan = s+logan
candy = ca+ndy
charities = c+harities
bet = b+et
dazzler = da+zzler
showman = s+howman
boss = b+oss
holders = ho+lders
jump = ju+mp
baseballight = b+aseballight
uniform = un+iform
bayonet = b+ayonet
clashes = c+lashes
dept. = de+pt.
megaton = m+egaton
bombs = b+ombs
peasants = p+easants
struggles = s+truggles
yodel = y+odel
roles = ro+les
dynamite = d+ynamite
flicker = f+licker
making = ma+king
dynamo = d+ynamo
medics = m+edics
swim = s+wim
doings = do+ings
lessons = le+ssons
cheer = c+heer
